female,year,area,obs,pred,YR_FL,loc_density,f_status,f_min_age,f_ALR,mean_age,delta_age,mean_age_LD,delta_age_LD,LR,HD,LD,CS,BS,hatch,ACW,FL,recruits
1695,28,2,2571,0,8.9,0.91,0,1,1,1,0,1,0,1,49,28,10,10,1,192,10,0
3291,24,9,4957,0,7.3,1.25,1,1,1,1,0,1,0,1,50,28,10,10,1,172,10,0
3388,24,2,5098,0,7.3,1.55,1,1,1,1,0,1,0,1,52,28,10,10,1,190,10,0
1409,22,2,2140,0,7.4,1.66,1,1,1,1,0,1,0,1,53,28,10,10,1,187,10,1
863,9,3,1326,1,4.9,0.37,1,1,1,1,0,1,0,1,53,28,10,10,1,170,9,1
448,5,3,690,1,5.6,0.4,1,1,1,1,0,1,0,1,48,28,10,10,1,184,9,0
861,9,1,1321,1,4.9,0.86,0,1,3,1,0,1,0,0,53,28,10,10,1,160,7,0
2554,20,4,3888,0,8.5,0.25,0,1,1,1,0,1,0,1,55,28,11,11,1,195,11,2
5414,40,4,8162,0,5.5,0.38,1,1,1,1,0,1,0,1,49,28,11,11,1,132,0,0
1414,22,6,2145,0,7.4,0.49,1,1,1,1,0,1,0,1,50,28,11,11,1,179,11,3
1683,28,9,2549,0,8.9,1.1,0,1,1,1,0,1,0,1,49,28,11,11,1,188,11,0
460,5,3,704,1,5.6,0.4,1,1,2,1,0,1,0,0,50,28,11,11,1,187,10,2
669,6,6,1032,1,6.7,0.46,1,1,2,1,0,1,0,0,53,28,11,11,1,177,9,2
2897,20,9,4346,0,8.5,0.53,1,1,1,1,0,1,0,1,55,28,12,12,1,194,10,1
1232,13,3,1871,1,6,0.23,1,1,1,1,0,1,0,1,54,28,12,12,1,197,12,3
2379,37,8,3628,0,5.5,0.58,0,1,1,1,0,1,0,1,51,29,10,4,0.4,,0,0
5297,42,3,7990,0,5.6,0.7,1,1,2,1,0,1,0,0,51,29,10,4,0.4,199,2,0
4031,46,1,6048,0,6.2,1.04,1,1,1,1,0,1,0,1,48,29,7,4,0.57,198,4,0
3205,24,8,4820,0,7.3,0.84,1,1,1,1,0,1,0,1,51,29,8,5,0.63,183,5,0
3148,23,4,4741,0,7.8,0.4,1,1,1,1,0,1,0,1,51,29,7,5,0.71,,0,0
3714,44,1,5628,0,5.1,1.83,0,1,1,1,0,1,0,1,50,29,7,5,0.71,,0,0
1847,32,6,2783,0,6.8,0.19,0,1,1,1,0,1,0,1,56,29,8,6,0.75,192,6,1
3602,29,3,5445,0,5.7,0.6,1,1,1,1,0,1,0,1,54,29,8,6,0.75,173,6,0
5028,37,4,7587,0,5.5,0.73,1,1,1,1,0,1,0,1,49,29,8,6,0.75,174,6,0
5340,44,3,8059,0,5.1,0.73,1,1,1,1,0,1,0,1,48,29,8,6,0.75,188,6,0
1509,17,2,2269,0,6.8,0.59,0,1,1,1,0,1,0,1,49,29,9,7,0.78,202,7,1
3364,24,6,5057,0,7.3,0.78,0,1,1,1,0,1,0,1,52,29,11,9,0.82,191,8,1
5045,37,9,7612,0,5.5,1.94,1,1,1,1,0,1,0,1,54,29,11,9,0.82,188,9,0
1985,37,5,2985,0,5.5,0.74,0,1,1,1,0,1,0,1,57,29,6,5,0.83,184,5,0
1607,42,4,2425,0,5.6,0.54,0,1,1,1,0,1,0,1,51,29,7,6,0.86,197,6,0
4781,35,3,7194,0,6.9,0.6,1,1,1,1,0,1,0,1,48,29,7,6,0.86,208,5,1
3837,44,8,5787,0,5.1,0.84,1,1,1,1,0,1,0,1,48,29,7,6,0.86,173,6,0
5461,39,2,8240,0,6.7,1.23,1,1,1,1,0,1,0,1,48,29,7,6,0.86,181,6,0
2136,35,4,3248,0,6.9,0.45,0,1,1,1,0,1,0,1,49,29,8,7,0.88,200,7,2
5107,37,9,7707,0,5.5,1.94,1,1,1,1,0,1,0,1,51,29,8,7,0.88,200,2,0
1445,16,3,2182,1,5.7,0.23,1,1,1,1,0,1,0,1,49,29,8,7,0.88,176,7,0
1750,30,4,2650,0,6.8,0.41,0,1,1,1,0,1,0,1,50,29,9,8,0.89,182,8,0
4369,42,4,6507,0,5.6,0.54,1,1,1,1,0,1,0,1,52,29,9,8,0.89,193,8,0
4108,28,2,6130,0,8.9,0.91,1,1,1,1,0,1,0,1,49,29,9,8,0.89,197,8,1
382,4,4,596,1,8.2,0.32,0,1,3,1,0,1,0,0,49,29,9,8,0.89,189,8,0
3183,23,4,4793,0,7.8,0.4,0,1,1,1,0,1,0,1,52,29,10,9,0.9,197,9,0
4804,35,4,7229,0,6.9,0.45,1,1,1,1,0,1,0,1,50,29,10,9,0.9,195,9,0
1808,30,1,2733,0,6.8,0.82,0,1,1,1,0,1,0,1,50,29,10,9,0.9,176,9,1
900,10,3,1387,1,5.4,0.27,1,1,1,1,0,1,0,1,53,29,10,9,0.9,183,9,0
664,6,8,1026,1,6.7,0.49,1,1,1,1,0,1,0,1,50,29,10,9,0.9,191,9,5
3320,24,5,4995,0,7.3,0.22,0,1,1,1,0,1,0,1,52,29,11,10,0.91,200,10,0
4782,35,4,7195,0,6.9,0.45,1,1,1,1,0,1,0,1,53,29,11,10,0.91,191,10,1
3051,21,6,4598,0,8.6,0.46,1,1,1,1,0,1,0,1,52,29,11,10,0.91,186,10,1
5275,41,1,7955,0,7,0.79,1,1,1,1,0,1,0,1,51,29,11,10,0.91,189,10,2
4037,46,4,6054,0,6.2,0.51,1,1,1,1,0,1,0,1,52,29,12,11,0.92,181,11,1
3613,28,6,5467,0,8.9,0.47,1,1,1,1,0,1,0,1,47,29,6,6,1,200,6,1
1107,13,3,1686,1,6,0.23,0,1,1,1,0,1,0,1,,29,6,6,1,,1,0
525,6,6,825,1,6.7,0.46,0,1,1,1,0,1,0,1,50,29,6,6,1,192,6,0
4560,32,6,6832,0,6.8,0.19,1,1,1,1,0,1,0,1,51,29,7,7,1,191,7,0
2479,41,4,3782,0,7,0.28,0,1,1,1,0,1,0,1,48,29,7,7,1,175,4,1
5257,41,6,7931,0,7,0.37,0,1,2,1,0,1,0,0,50,29,7,7,1,191,7,2
2251,40,3,3423,0,5.5,0.4,0,1,1,1,0,1,0,1,48,29,7,7,1,156,1,0
2404,40,6,3665,0,5.5,0.41,0,1,1,1,0,1,0,1,47,29,7,7,1,178,2,0
5197,39,6,7843,0,6.7,0.43,1,1,1,1,0,1,0,1,51,29,7,7,1,160,6,0
1776,31,6,2692,0,7.7,0.49,0,1,1,1,0,1,0,1,45,29,7,7,1,168,7,0
5209,39,3,7864,0,6.7,0.57,1,1,1,1,0,1,0,1,48,29,7,7,1,182,7,1
4956,37,8,7474,0,5.5,0.58,1,1,1,1,0,1,0,1,50,29,7,7,1,182,7,0
4827,36,6,7266,0,7.5,0.65,1,1,1,1,0,1,0,1,50,29,7,7,1,,0,0
4870,37,5,7338,0,5.5,0.74,1,1,1,1,0,1,0,1,48,29,7,7,1,164,6,1
2819,18,2,4245,0,5.8,1.39,0,1,1,1,0,1,0,1,49,29,7,7,1,186,6,0
1539,18,2,2311,0,5.8,1.39,1,1,1,1,0,1,0,1,51,29,7,7,1,187,5,0
4788,35,9,7205,0,6.9,1.75,1,1,1,1,0,1,0,1,49,29,7,7,1,195,7,1
2013,40,7,3033,0,5.5,0.12,0,1,1,1,0,1,0,1,47,29,8,8,1,165,7,0
1638,26,4,2473,0,7.5,0.3,0,1,1,1,0,1,0,1,49,29,8,8,1,194,8,2
2149,35,4,3267,0,6.9,0.45,0,1,1,1,0,1,0,1,49,29,8,8,1,186,8,3
4681,35,4,7030,0,6.9,0.45,1,1,1,1,0,1,0,1,49,29,8,8,1,187,8,1
4873,39,4,7342,0,6.7,0.48,1,1,1,1,0,1,0,1,49,29,8,8,1,,0,0
3272,23,8,4921,0,7.8,0.49,1,1,1,1,0,1,0,1,49,29,8,8,1,194,8,4
4541,32,1,6801,0,6.8,0.54,1,1,1,1,0,1,0,1,51,29,8,8,1,187,8,0
5211,41,8,7868,0,7,0.54,1,1,2,1,0,1,0,0,51,29,8,8,1,195,8,2
3869,44,7,5835,0,5.1,0.58,1,1,1,1,0,1,0,1,49,29,8,8,1,183,8,0
3178,24,3,4787,0,7.3,0.73,1,1,1,1,0,1,0,1,51,29,8,8,1,182,6,1
2253,40,9,3426,0,5.5,1.14,0,1,1,1,0,1,0,1,48,29,8,8,1,156,6,0
4922,37,1,7431,0,5.5,1.32,1,1,1,1,0,1,0,1,50,29,8,8,1,184,8,2
4953,37,2,7470,0,5.5,1.39,1,1,1,1,0,1,0,1,51,29,8,8,1,186,8,1
5392,43,5,8132,0,6.8,1.92,1,1,1,1,0,1,0,1,49,29,8,8,1,183,8,0
2296,37,9,3496,0,5.5,1.94,0,1,1,1,0,1,0,1,51,29,8,8,1,172,8,1
331,3,4,506,1,5.9,0.3,1,1,6,1,0,1,0,0,49,29,8,8,1,159,5,0
611,6,6,946,1,6.7,0.46,0,1,1,1,0,1,0,1,50,29,8,8,1,194,7,1
549,6,6,857,1,6.7,0.46,0,1,2,1,0,1,0,0,50,29,8,8,1,190,3,0
416,4,9,645,1,8.2,0.61,1,1,1,1,0,1,0,1,49,29,8,8,1,201,5,0
364,3,2,565,1,5.9,0.64,0,1,1,1,0,1,0,1,48,29,8,8,1,177,7,1
1317,15,9,2001,1,5.7,0.65,1,1,1,1,0,1,0,1,49,29,8,8,1,198,8,3
424,4,2,656,1,8.2,0.8,1,1,1,1,0,1,0,1,48,29,8,8,1,182,8,3
1407,16,1,2135,1,5.7,1.15,1,1,1,1,0,1,0,1,,29,8,8,1,,0,0
3267,23,3,4914,0,7.8,0.37,1,1,1,1,0,1,0,1,51,29,9,9,1,176,9,0
3263,23,6,4907,0,7.8,0.38,1,1,4,1,0,1,0,0,51,29,9,9,1,174,9,1
1575,28,6,2363,0,8.9,0.47,0,1,1,1,0,1,0,1,48,29,9,9,1,189,9,0
3511,28,6,5278,0,8.9,0.47,1,1,1,1,0,1,0,1,49,29,9,9,1,184,9,3
2134,34,6,3246,0,7.6,0.53,0,1,1,1,0,1,0,1,48,29,9,9,1,192,8,0
5438,41,3,8205,0,7,0.53,1,1,1,1,0,1,0,1,51,29,9,9,1,192,9,3
3033,21,8,4571,0,8.6,0.56,1,1,1,1,0,1,0,1,50,29,9,9,1,185,9,0
3417,24,4,5137,0,7.3,0.65,0,1,1,1,0,1,0,1,51,29,9,9,1,181,8,1
3401,24,4,5119,0,7.3,0.65,1,1,1,1,0,1,0,1,49,29,9,9,1,196,9,0
3164,23,9,4770,0,7.8,0.72,0,1,1,1,0,1,0,1,50,29,9,9,1,191,8,0
3296,24,3,4962,0,7.3,0.73,1,1,1,1,0,1,0,1,49,29,9,9,1,174,9,1
4679,35,8,7028,0,6.9,0.73,1,1,1,1,0,1,0,1,50,29,9,9,1,165,9,1
1922,31,9,2894,0,7.7,0.87,0,1,1,1,0,1,0,1,48,29,9,9,1,,0,0
3576,26,1,5402,0,7.5,0.97,1,1,1,1,0,1,0,1,50,29,9,9,1,201,8,2
2448,38,5,3726,0,7.4,1.14,0,1,1,1,0,1,0,1,46,29,9,9,1,166,7,0
162,24,9,239,0,7.3,1.25,0,1,1,1,0,1,0,1,52,29,9,9,1,185,9,0
1889,35,2,2836,0,6.9,1.28,0,1,1,1,0,1,0,1,51,29,9,9,1,204,7,0
1863,33,9,2803,0,8.1,1.29,0,1,1,1,0,1,0,1,49,29,9,9,1,198,9,2
4070,47,9,6087,0,6.7,2.05,1,1,1,1,0,1,0,1,53,29,9,9,1,183,9,0
1268,14,4,1923,1,7,0.22,0,1,2,1,0,1,0,0,,29,9,9,1,,5,0
554,8,8,863,1,4.5,0.34,0,1,1,1,0,1,0,1,51,29,9,9,1,195,8,2
1340,13,2,2031,1,6,0.53,0,1,1,1,0,1,0,1,48,29,9,9,1,167,8,0
4696,35,7,7053,0,6.9,0.29,1,1,1,1,0,1,0,1,50,29,10,10,1,,0,0
4919,39,7,7425,0,6.7,0.29,1,1,1,1,0,1,0,1,52,29,10,10,1,183,7,0
4429,33,6,6601,0,8.1,0.4,0,1,1,1,0,1,0,1,50,29,10,10,1,158,10,0
3579,26,8,5406,0,7.5,0.41,1,1,1,1,0,1,0,1,51,29,10,10,1,202,10,2
3289,24,3,4955,0,7.3,0.73,1,1,1,1,0,1,0,1,50,29,10,10,1,190,10,2
888,9,6,1372,1,4.9,0.24,0,1,1,1,0,1,0,1,53,29,10,10,1,182,8,3
823,8,6,1258,1,4.5,0.27,0,1,1,1,0,1,0,1,50,29,10,10,1,191,10,0
435,4,4,670,1,8.2,0.32,1,1,2,1,0,1,0,0,53,29,10,10,1,182,10,1
1168,12,3,1778,1,5.4,0.33,1,1,1,1,0,1,0,1,50,29,10,10,1,201,10,1
1225,12,6,1862,1,5.4,0.38,0,1,1,1,0,1,0,1,49,29,10,10,1,199,9,0
568,5,9,880,1,5.6,0.91,0,1,1,1,0,1,0,1,49,29,10,10,1,,10,0
651,6,1,1011,1,6.7,1.4,1,1,1,1,0,1,0,1,51,29,10,10,1,188,10,0
1841,30,8,2776,0,6.8,0.32,0,1,2,1,0,1,0,0,51,29,11,11,1,168,11,0
1645,26,8,2490,0,7.5,0.41,0,1,1,1,0,1,0,1,54,29,11,11,1,176,11,1
2150,35,4,3268,0,6.9,0.45,0,1,1,1,0,1,0,1,50,29,11,11,1,190,10,0
800,11,4,1225,1,7,0.16,1,1,1,1,0,1,0,1,51,29,11,11,1,,10,3
1286,14,4,1949,1,7,0.22,0,1,1,1,0,1,0,1,51,29,11,11,1,186,10,1
389,4,3,606,1,8.2,0.23,0,1,1,1,0,1,0,1,52,29,11,11,1,198,11,1
3206,24,6,4821,0,7.3,0.78,1,1,1,1,0,1,0,1,52,29,12,12,1,173,10,0
646,6,9,1001,1,6.7,0.57,1,1,3,1,0,1,0,0,51,29,12,12,1,182,12,1
876,9,6,1350,1,4.9,0.24,0,1,1,1,0,1,0,1,54,30,9,2,0.22,187,2,0
2566,21,8,3908,0,8.6,0.56,0,1,1,1,0,1,0,1,52,30,10,4,0.4,191,4,3
1901,37,2,2853,0,5.5,1.39,0,1,1,1,0,1,0,1,51,30,7,4,0.57,196,4,0
5118,37,4,7723,0,5.5,0.73,1,1,1,1,0,1,0,1,53,30,9,6,0.67,183,6,2
5116,37,9,7721,0,5.5,1.94,1,1,1,1,0,1,0,1,52,30,9,6,0.67,155,2,0
1667,37,8,2526,0,5.5,0.58,0,1,1,1,0,1,0,1,53,30,10,7,0.7,195,7,0
5246,46,2,7918,0,6.2,1.71,1,1,1,1,0,1,0,1,48,30,7,5,0.71,,0,0
2412,41,6,3674,0,7,0.37,0,1,1,1,0,1,0,1,48,30,4,3,0.75,185,3,0
5058,37,8,7634,0,5.5,0.58,1,1,1,1,0,1,0,1,51,30,8,6,0.75,189,6,1
4674,35,3,7022,0,6.9,0.6,1,1,1,1,0,1,0,1,49,30,8,6,0.75,,0,0
4974,37,6,7505,0,5.5,0.71,1,1,1,1,0,1,0,1,53,30,8,6,0.75,,0,0
1900,37,2,2852,0,5.5,1.39,0,1,1,1,0,1,0,1,50,30,8,6,0.75,178,6,0
5431,40,9,8192,0,5.5,1.14,1,1,1,1,0,1,0,1,50,30,9,7,0.78,,0,0
2217,10,4,3375,1,5.4,0.3,0,1,1,1,0,1,0,1,50,30,9,7,0.78,,0,0
1937,33,1,2920,0,8.1,0.68,0,1,1,1,0,1,0,1,49,30,5,4,0.8,190,4,1
2376,37,6,3625,0,5.5,0.71,0,1,1,1,0,1,0,1,49,30,5,4,0.8,202,3,1
3574,26,4,5398,0,7.5,0.3,1,1,1,1,0,1,0,1,50,30,10,8,0.8,200,8,0
2255,40,4,3429,0,5.5,0.38,0,1,1,1,0,1,0,1,51,30,11,9,0.82,147,6,0
1749,30,9,2649,0,6.8,1.22,0,1,1,1,0,1,0,1,47,30,6,5,0.83,199,5,0
2335,42,1,3561,0,5.6,1.58,0,1,1,1,0,1,0,1,48,30,6,5,0.83,,0,0
1840,30,8,2775,0,6.8,0.32,0,1,1,1,0,1,0,1,48,30,7,6,0.86,189,2,1
1795,29,6,2719,0,5.7,0.47,0,1,1,1,0,1,0,1,51,30,7,6,0.86,179,6,0
868,9,4,1339,1,4.9,0.27,1,1,1,1,0,1,0,1,51,30,7,6,0.86,186,2,0
4554,32,4,6819,0,6.8,0.2,1,1,1,1,0,1,0,1,51,30,8,7,0.88,192,6,1
4000,46,4,6008,0,6.2,0.51,1,1,1,1,0,1,0,1,49,30,8,7,0.88,196,7,0
1979,37,1,2979,0,5.5,1.32,0,1,1,1,0,1,0,1,50,30,8,7,0.88,187,6,2
836,9,3,1279,1,4.9,0.37,1,1,1,1,0,1,0,1,52,30,8,7,0.88,189,5,1
1213,12,6,1846,1,5.4,0.38,0,1,1,1,0,1,0,1,52,30,9,8,0.89,199,8,0
530,6,6,830,1,6.7,0.46,0,1,1,1,0,1,0,1,49,30,9,8,0.89,198,8,1
1856,30,6,2794,0,6.8,0.36,0,1,2,1,0,1,0,0,50,30,11,10,0.91,,0,0
4185,35,3,6246,0,6.9,0.6,1,1,1,1,0,1,0,1,50,30,11,10,0.91,193,10,1
4545,32,8,6806,0,6.8,0.06,1,1,1,1,0,1,0,1,55,30,12,11,0.92,185,11,1
4923,37,1,7432,0,5.5,1.32,1,1,1,1,0,1,0,1,50,30,4,4,1,172,4,0
3902,47,9,5879,0,6.7,2.05,1,1,1,1,0,1,0,1,51,30,4,4,1,193,4,0
1375,16,3,2090,1,5.7,0.23,1,1,1,1,0,1,0,1,,30,4,4,1,,2,0
639,6,1,991,1,6.7,1.4,0,1,1,1,0,1,0,1,51,30,5,5,1,187,4,0
5070,41,6,7650,0,7,0.37,1,1,1,1,0,1,0,1,49,30,6,6,1,158,6,0
5034,37,8,7594,0,5.5,0.58,1,1,1,1,0,1,0,1,50,30,6,6,1,,0,0
4187,35,1,6248,0,6.9,1.25,1,1,1,1,0,1,0,1,46,30,6,6,1,186,6,0
2415,41,6,3678,0,7,0.37,0,1,1,1,0,1,0,1,49,30,7,7,1,191,7,0
5423,40,3,8177,0,5.5,0.4,1,1,1,1,0,1,0,1,51,30,7,7,1,,0,0
5001,39,8,7551,0,6.7,0.41,1,1,1,1,0,1,0,1,49,30,7,7,1,193,6,0
3668,39,4,5554,0,6.7,0.48,0,1,1,1,0,1,0,1,49,30,7,7,1,186,7,0
3834,47,4,5782,0,6.7,0.53,1,1,1,1,0,1,0,1,49,30,7,7,1,188,5,0
3197,24,3,4812,0,7.3,0.73,1,1,1,1,0,1,0,1,50,30,7,7,1,178,5,0
5038,37,3,7600,0,5.5,0.87,1,1,1,1,0,1,0,1,51,30,7,7,1,191,7,1
3195,24,9,4810,0,7.3,1.25,1,1,1,1,0,1,0,1,48,30,7,7,1,191,6,1
3201,24,9,4816,0,7.3,1.25,1,1,1,1,0,1,0,1,48,30,7,7,1,199,6,0
5472,39,9,8260,0,6.7,1.37,1,1,1,1,0,1,0,1,50,30,7,7,1,163,7,0
3391,24,1,5102,0,7.3,1.47,1,1,1,1,0,1,0,1,49,30,7,7,1,164,3,0
1341,14,4,2032,1,7,0.22,1,1,1,1,0,1,0,1,,30,7,7,1,,6,0
239,2,4,360,1,6,0.37,1,1,1,1,0,1,0,1,48,30,7,7,1,176,6,0
1378,16,9,2093,1,5.7,0.68,1,1,3,1,0,1,0,0,51,30,7,7,1,192,7,0
1199,12,5,1826,1,5.4,0.7,0,1,1,1,0,1,0,1,49,30,7,7,1,198,7,0
226,2,9,344,1,6,1.06,1,1,1,1,0,1,0,1,47,30,7,7,1,176,7,0
1442,16,1,2179,1,5.7,1.15,1,1,1,1,0,1,0,1,50,30,7,7,1,197,5,0
751,7,1,1159,1,5.9,1.5,1,1,3,1,0,1,0,0,51,30,7,7,1,202,4,0
2417,41,7,3680,0,7,0.25,0,1,3,1,0,1,0,0,51,30,8,8,1,189,8,6
1644,26,6,2489,0,7.5,0.31,0,1,1,1,0,1,0,1,53,30,8,8,1,193,8,0
4346,46,4,6472,0,6.2,0.51,1,1,1,1,0,1,0,1,50,30,8,8,1,210,8,1
2378,37,8,3627,0,5.5,0.58,0,1,1,1,0,1,0,1,51,30,8,8,1,,0,0
4955,37,8,7473,0,5.5,0.58,1,1,1,1,0,1,0,1,51,30,8,8,1,186,6,1
159,24,4,235,0,7.3,0.65,0,1,1,1,0,1,0,1,50,30,8,8,1,184,8,0
2282,36,6,3473,0,7.5,0.65,0,1,1,1,0,1,0,1,48,30,8,8,1,147,5,0
1639,26,9,2474,0,7.5,0.72,0,1,1,1,0,1,0,1,49,30,8,8,1,198,8,1
2797,17,5,4215,0,6.8,0.74,0,1,1,1,0,1,0,1,48,30,8,8,1,193,6,0
1508,18,1,2268,0,5.8,0.79,1,1,1,1,0,1,0,1,51,30,8,8,1,200,8,2
3360,24,8,5053,0,7.3,0.84,1,1,1,1,0,1,0,1,51,30,8,8,1,181,8,1
156,24,9,229,0,7.3,1.25,0,1,1,1,0,1,0,1,50,30,8,8,1,187,8,1
3189,24,9,4800,0,7.3,1.25,1,1,1,1,0,1,0,1,49,30,8,8,1,199,8,2
3292,24,9,4958,0,7.3,1.25,1,1,1,1,0,1,0,1,52,30,8,8,1,182,7,2
4690,35,1,7043,0,6.9,1.25,1,1,1,1,0,1,0,1,49,30,8,8,1,193,8,0
4811,36,9,7239,0,7.5,1.25,1,1,1,1,0,1,0,1,48,30,8,8,1,184,8,2
1980,37,1,2980,0,5.5,1.32,0,1,1,1,0,1,0,1,51,30,8,8,1,196,8,3
4760,37,9,7164,0,5.5,1.94,1,1,1,1,0,1,0,1,52,30,8,8,1,,0,0
2238,47,9,3409,0,6.7,2.05,0,1,1,1,0,1,0,1,51,30,8,8,1,187,8,2
2837,19,4,4267,0,8.1,0.27,1,1,1,1,0,1,0,1,51,30,9,9,1,187,9,2
1643,26,6,2488,0,7.5,0.31,0,1,1,1,0,1,0,1,50,30,9,9,1,192,8,1
3224,23,4,4845,0,7.8,0.4,1,1,1,1,0,1,0,1,52,30,9,9,1,180,9,2
3253,23,4,4891,0,7.8,0.4,1,1,1,1,0,1,0,1,52,30,9,9,1,195,8,4
3265,23,4,4911,0,7.8,0.4,1,1,1,1,0,1,0,1,51,30,9,9,1,200,9,6
5092,39,8,7685,0,6.7,0.41,1,1,1,1,0,1,0,1,49,30,9,9,1,167,9,0
4114,28,8,6139,0,8.9,0.43,1,1,1,1,0,1,0,1,50,30,9,9,1,199,9,0
4735,35,4,7123,0,6.9,0.45,1,1,1,1,0,1,0,1,51,30,9,9,1,196,9,1
2363,39,4,3604,0,6.7,0.48,0,1,1,1,0,1,0,1,49,30,9,9,1,,0,0
3976,46,4,5978,0,6.2,0.51,1,1,1,1,0,1,0,1,53,30,9,9,1,180,9,0
3993,46,4,5998,0,6.2,0.51,1,1,1,1,0,1,0,1,49,30,9,9,1,182,9,1
4052,47,4,6069,0,6.7,0.53,0,1,1,1,0,1,0,1,50,30,9,9,1,194,9,1
2419,41,8,3682,0,7,0.54,0,1,1,1,0,1,0,1,50,30,9,9,1,160,7,0
148,24,4,220,0,7.3,0.65,0,1,1,1,0,1,0,1,51,30,9,9,1,181,8,1
3300,24,4,4970,0,7.3,0.65,1,1,1,1,0,1,0,1,51,30,9,9,1,177,8,0
3158,23,9,4762,0,7.8,0.72,0,1,1,1,0,1,0,1,50,30,9,9,1,193,9,0
4703,35,8,7064,0,6.9,0.73,1,1,1,1,0,1,0,1,51,30,9,9,1,181,9,1
3192,24,6,4807,0,7.3,0.78,1,1,1,1,0,1,0,1,51,30,9,9,1,180,9,1
3347,24,6,5035,0,7.3,0.78,1,1,1,1,0,1,0,1,50,30,9,9,1,169,6,0
3227,23,1,4849,0,7.8,1,1,1,1,1,0,1,0,1,51,30,9,9,1,203,9,4
155,24,9,228,0,7.3,1.25,0,1,1,1,0,1,0,1,50,30,9,9,1,194,8,2
3177,24,9,4786,0,7.3,1.25,1,1,1,1,0,1,0,1,51,30,9,9,1,203,9,0
3972,46,9,5974,0,6.2,1.71,1,1,1,1,0,1,0,1,50,30,9,9,1,185,9,0
2144,35,9,3261,0,6.9,1.75,0,1,1,1,0,1,0,1,,30,9,9,1,,9,1
1288,14,4,1952,1,7,0.22,0,1,2,1,0,1,0,0,51,30,9,9,1,198,9,1
717,7,5,1105,1,5.9,0.52,0,1,2,1,0,1,0,0,52,30,9,9,1,197,8,1
991,12,9,1515,1,5.4,0.57,1,1,1,1,0,1,0,1,50,30,9,9,1,197,7,0
1309,14,5,1989,1,7,0.74,0,1,1,1,0,1,0,1,51,30,9,9,1,187,9,0
1325,14,9,2009,1,7,1.06,0,1,2,1,0,1,0,0,52,30,9,9,1,196,9,2
677,7,1,1044,1,5.9,1.5,0,1,2,1,0,1,0,0,52,30,9,9,1,177,9,0
4567,33,4,6846,0,8.1,0.27,1,1,1,1,0,1,0,1,51,30,10,10,1,173,9,0
2891,19,6,4337,0,8.1,0.33,1,1,1,1,0,1,0,1,54,30,10,10,1,186,7,0
93,24,7,140,0,7.3,0.5,0,1,1,1,0,1,0,1,51,30,10,10,1,175,8,1
2783,46,4,4200,0,6.2,0.51,0,1,1,1,0,1,0,1,52,30,10,10,1,163,10,0
3412,24,4,5132,0,7.3,0.65,1,1,1,1,0,1,0,1,51,30,10,10,1,188,10,0
3193,24,3,4808,0,7.3,0.73,1,1,1,1,0,1,0,1,50,30,10,10,1,201,10,0
2799,18,1,4217,0,5.8,0.79,1,1,1,1,0,1,0,1,52,30,10,10,1,164,6,0
1809,30,1,2734,0,6.8,0.82,0,1,1,1,0,1,0,1,51,30,10,10,1,176,10,1
3290,24,9,4956,0,7.3,1.25,1,1,1,1,0,1,0,1,52,30,10,10,1,189,9,1
4970,37,1,7496,0,5.5,1.32,1,1,1,1,0,1,0,1,52,30,10,10,1,167,10,0
3324,24,2,5000,0,7.3,1.55,1,1,1,1,0,1,0,1,55,30,10,10,1,188,9,1
678,7,1,1045,1,5.9,1.5,0,1,1,1,0,1,0,1,53,30,10,10,1,194,8,0
3481,26,7,5227,0,7.5,0.21,1,1,1,1,0,1,0,1,51,30,11,11,1,202,10,1
2151,35,4,3269,0,6.9,0.45,0,1,1,1,0,1,0,1,51,30,11,11,1,204,10,1
139,24,4,203,0,7.3,0.65,0,1,1,1,0,1,0,1,54,30,11,11,1,140,8,0
97,24,8,144,0,7.3,0.84,0,1,1,1,0,1,0,1,52,30,11,11,1,174,11,0
5463,39,9,8242,0,6.7,1.37,1,1,1,1,0,1,0,1,52,30,11,11,1,177,8,0
1308,14,5,1988,1,7,0.74,0,1,1,1,0,1,0,1,54,30,11,11,1,189,10,0
394,4,2,611,1,8.2,0.8,0,1,4,1,0,1,0,0,51,30,11,11,1,191,10,1
2154,35,3,3276,0,6.9,0.6,0,1,1,1,0,1,0,1,54,30,12,12,1,183,10,0
5337,44,3,8056,0,5.1,0.73,1,1,1,1,0,1,0,1,53,31,8,4,0.5,,0,0
4386,42,6,6528,0,5.6,0.64,1,1,1,1,0,1,0,1,60,31,9,5,0.56,173,5,0
3153,23,4,4749,0,7.8,0.4,0,1,1,1,0,1,0,1,59,31,5,3,0.6,191,3,0
4601,35,1,6908,0,6.9,1.25,1,1,1,1,0,1,0,1,47,31,6,4,0.67,197,4,1
4145,29,4,6181,0,5.7,0.48,1,1,1,1,0,1,0,1,53,31,9,6,0.67,192,6,0
3748,47,6,5672,0,6.7,0.68,0,1,1,1,0,1,0,1,55,31,12,8,0.67,,4,0
5336,44,6,8055,0,5.1,0.38,1,1,1,1,0,1,0,1,50,31,7,5,0.71,199,4,0
1934,32,1,2915,0,6.8,0.54,0,1,1,1,0,1,0,1,50,31,7,5,0.71,,0,0
1396,15,2,2123,1,5.7,1.01,0,1,1,1,0,1,0,1,52,31,7,5,0.71,185,3,2
